response,impact_id
"Person 1: Listen, I know you might be close with Foley.  
Person 2: We're not. I'm just helping him, that's all...  
Person 1: Wait, Glenn. You helped him? As of now, technically speaking, it's hard to accuse you of aiding a fugitive. So you still have a choice. You can keep helping him and risk ending up in handcuffs, praying you get a lenient judge instead of a strict one. Or, if you want to play it differently...",354
"Person 1: The family hired you, but I'm the one dismissing you now, Mr. Lombard.

Person 2: Why, Mrs. De Moraes? Why would someone as influential as you hire someone like me, a small French detective, to find your missing son?

Person 1: What are you imagining, Mr. Lombard?

Person 2: Wouldn't it be better if Nazi hunters took care of this?",355
"Person 1: I really sacrificed a lot for you so that you could have a comfortable life and be happy. After everything I've done...

Person 2: I know, Daniel, I appreciate what you've done, but love isn't a transaction.

Person 1: That's not what I mean. I just wish you would sometimes notice my efforts.

Person 2: I do see them, but a relationship is something we both need to work on.",356
"Person 1: You have always been so good to us, to Li Mu Bai and me. We are very grateful to you.  
Person 2: Don't be so formal. Stay the night as my guest. And now, Shu Lien... I would like to ask you something. Your father was like a brother to me, and I treat you like a daughter.  
Person 1: What is it about?  
Person 2: Li Mu Bai is giving up the sword and the life of a warrior... could he be trying to tell you something by this?  
Person 1: I'm not sure...  
Person 2: Don't pretend. I've always known about your feelings. So many years have passed, and neither of you has had the courage to admit the truth. It's a shame to waste time.  
Person 1: I'm sorry, but Li Mu Bai and I are not cowards.  
Person 2: When it comes to feelings, even the greatest heroes can get lost. Tell me, will Li Mu Bai be more open when you see him next time? If not, I will talk to him!",357
"Person 1: What's going on? I really would like to know. My wife comes to me and asks for twenty-five thousand. What's this about? Do you need a coat?  
Person 2: No.  
Person 1: If you want a coat, you'll get it. It's not a matter of money, but I would like to know what it's needed for. Don't I have the right to know?  
Person 2: Sam, I've been independent my whole life. I've never had to ask anyone for anything. And now you're forcing me to beg.  
Person 1: What are you talking about?  
Person 2: Really? You're making me feel humiliated. Why do you want me to feel so bad?  
Person 1: I'm asking you for twenty-five thousand. I don't want you to feel bad. I just want to be sure that I can trust you. You know, it's a matter of trust. I need to trust you like I trust myself. Do you understand? Can I trust you? Can I trust you?... Can I trust you?... Answer me. Can I trust you?  
Person 2: You can trust me.  
Person 1: Alright, then you can tell me what you need the money for.  ",358
"Person 1: You swore you wouldn't see her anymore!  
Person 2: I meet with Rachel once a month for lunch. It's the only way to get in touch with the detective.  
Person 1: I told you I don't want you to have any contact with her.  
Person 2: I know, but...  
Person 1: You had an affair with her, Robert! We went to therapy for a whole year!  
Person 2: Now I only meet with her for professional reasons.  
Person 1: You told me you don't see her at all.  
Person 2: I didn't want you to get upset. I shouldn't have lied. Stacy, there's nothing between me and Rachel Banks. Believe me, it's purely professional.",359
"Person 1: I feel like this is our moment! This could be our big breakthrough, Ray. We'll do something that will get us on the front pages of the newspapers.
Person 2: Calm down, are you crazy? If this comes to light, we'll be in trouble. The judge clearly said: no such actions.
Person 1: Don't worry, we'll do it quietly and discreetly. No one will notice.",360
"Person 1: Hey, you could really help me. It's not a big deal for you.  
Person 2: And why should I do that?  
Person 1: Because what else do you have to do right now?  
Person 2: That's not true, I have my own things.  
Person 1: Well, yes, but since your partner found someone new and your friends have drifted away, who do you have left? Only me.",361
"Person 1: I could choose from many guys, go to the movies and parties with them, but instead, I waste time waiting for you and spending time in places you don't like.
Person 2: I'm not a teenager anymore, and I've told you that it's not something I'm interested in.
Person 1: So you think I'm just a silly teenager?
Person 2: Right now, you sound a bit immature.",362
"Person 1: Love? What do you know about it? Where did you meet her?
Person 2: At a funeral.
Person 1: At a funeral? Really? That's wonderful... I have an old lady who carries coffins for a daughter-in-law! Think about it, Harold! It's your life! What will people say?!
Person 2: I don't care what people will say.
Person 1: You don't care? ""Lady from 1890 marries the Boy from the cemetery!"" Listen to me...",363
"Person 1: I don't know, we just have a lot of enemies.
Person 2: Boss, Bob and I are supposed to testify before Earvin's committee.
Person 1: Absolutely not! Say you have executive privilege and block it to the end. Invoke the Fifth Amendment. I don't care. They can't force the president's people to testify.
Person 2: But that will make us look like we're hiding something.
Person 1: Because we are hiding something! It's about some trivial, stupid matters. There are things I can say – if others said them, they would be lies. But when I say it, no one believes me anyway...",364
"Person 1: The priest wants me to leave here. He’s worried about me because of you.  
Person 2: Don’t believe him, Madeleine. He only worries about himself. He’s like a wolf, and you are a temptation for him.  
Person 1: He is a man of God, faithful to his vows.  
Person 2: Remember that above all, he is a man. You remind him of that, and that’s why he doesn’t like you.",365
"Person 1: Grace, you really need to come with me. This is important.
Person 2: No, you'll only hurt him.
Person 1: He's fine. Look, there's nothing wrong with him.
Person 2: I don't want to!
Person 1: Grace, please... you have to trust me, just this one time.",366
"Person 1: They behave like wild animals.  
Person 2: Maybe they're frustrated because they grew up in institutions, not in family homes.  
Person 1: What homes? We all grow up the same way, but most of us don't end up as savages.  
Person 2: Some say that children need maternal care.  
Person 1: That's nonsense. Daycare centers provide better care than any mother.  
Person 2: I'm just repeating what people say... Have you ever wondered who your mother was?  
Person 1: No, I've never thought about it.  
Person 2: I sometimes wonder.  
Person 1: When did you start questioning our principles?  
Person 2: I don't remember exactly... maybe when I was younger. And what would you like to experience again, Logan?  
Person 1: Interesting question — how many years has it been?",367
"Person 1: Legacie Meridas, it is an honor to have you here in our arena! Show everyone what you can do!
Person 2: I am not a gladiator. I will not fight.
Person 1: In that case, death awaits you... Think carefully about your decision.",368
"Person 1: I was wondering if you preferred to write it by hand, or maybe you just didn't feel like it?
Person 2: You know, I'm not the best at handwriting. Besides, I don't feel confident in organizing events either.
Person 1: Well, yes, sometimes it can seem like you don't have everything under control, right?",369
"Person 1: I know this might sound like a cliché, but love is more than just a feeling. It's a passion, something without which it's hard to imagine life. If you don't start with that, what will come of it? I'm telling you, fall head over heels in love. Find someone whom you will love madly and who will reciprocate that feeling. How to find them? Stop analyzing and listen to your heart. Even if you get burned, you'll come out stronger. Because the truth is, life without love is meaningless. If you go through life without experiencing true love, it's as if you haven't lived at all. You have to try. Because if you don't try, you won't experience the fullness of life.
Person 2: Well, beautifully said.
Person 1: Oh, you're tough.
Person 2: Sorry, but can you summarize that for me?
Person 1: Be open. Who knows? Maybe Cupid's arrow will suddenly strike you.",370
"Person 1: Why did you talk to the manager about my project behind my back?
Person 2: I thought there were some issues that needed to be resolved. You know I always try to make everything as good as possible.
Person 1: You should have come to me first. Now I look bad in front of the team.
Person 2: I really just wanted to help. I thought talking to the manager would help find a solution faster. I care about the success of the whole team.
Person 1: In the future, please talk to me directly. Together we can solve these problems.",371
"Person 1: Jamie, I'm sorry, I didn't mean for it to turn out this way. I can go with Brady tomorrow evening, it's really no problem.  
Person 2: But you planned to go today. It's because of me that it didn't work out.  
Person 1: You know what, I have an idea for something even better today. What do you say to trick-or-treating?  
Person 2: I'm not in the mood.  
Person 1: But it's Halloween! Don't you really want to dress up in a scary costume and get loads of candy? It will be so much fun, we can't miss it!",372
"Person 1: Toddy, have one more glass, it's really worth it.  
Person 2: No, thanks, I've already had quite a bit to drink today.  
Person 1: Come on, one small glass won't hurt you.",373
"Person 1: Come on, Rose, just for a moment. What's the harm?
Person 2: You don't even realize how wrong this is.
Person 1: Come on, Rose, I just want to see what it looks like.
Person 2: You don't need to know that. It's none of your business.
Person 1: Oh, be a friend, Rose. You like me, don't you? I really like you.",374
"Person 1: Harry, why aren't you looking at me?
Person 2: And why should I be looking at you all the time?
Person 1: Because I want you to.
Person 2: What, are you going to threaten me now? Do I have to do something by tomorrow, or else you'll do something to me?
Person 1: Come on, Harry. At worst, you'll end up with a conviction for writing a bad check. I don't think you want something like that to happen, especially in your situation.
Person 2: Ugh, it's like a basketball game...",375
"Person 1: Nathan, it's because of hormones. I really have no control over it. I'm sorry.  
Person 2: Are you saying it affects your whole body?  
Person 1: Yes, I'm doing electrolysis, but it takes time. In the meantime, I have to manage somehow...  
Person 2: You have to shave? Like some kind of savage?  
Person 1: Savages don't shave, stop being mean!  
Person 2: Don't nitpick about such things. You know what I mean.  
Person 1: I'm sorry. Please, don't be mad at me because of this.  
Person 2: Mad? I'm... shocked!  
Person 1: I'm still the same person I was before you found out about this!  
Person 2: I need to think about it! I really need to think about it!",376
"Person 1: I'm really struggling with the pressure at work. It's affecting my health.  
Person 2: Do you remember how I turned down that job offer in New York for you?  
Person 1: Yes, I remember, and I'm grateful to you for that.  
Person 2: Maybe you should try to stick it out a little longer. After all, it was a big decision on my part. Maybe now you could sacrifice a bit?  
Person 1: That's not fair, Kevin. Our situations were completely different.  
Person 2: Life is rarely fair, Elaine. Sometimes we have to sacrifice something.",377
"Person 1: I can't believe they pay you for being the same difficult person you've always been.  
Person 2: Amazing, right? You, the old troublemaker from Bensonhurst, still in dreamland. Look at us, two rock 'n' roll detectives. Though only one of us truly is.  
Person 1: It was nice getting all those calls from you once you were successful, you sly guy from Red Hook.  
Person 2: I don't recall Detective Rock 'n' Roll sending me holiday cards.  
Person 1: Friendship looks different here. It only takes one wrong move to become part of a relationship. But that's not what this conversation is about.",378
"Person 1: Come on, remember how five years ago your kidneys stopped working? If you were unlucky, would you really have found a donor with a perfect match? What are the odds, one in a million?
Person 2: So am I supposed to be happy that my brother died in the explosion?
Person 1: That's not what I meant. I mean, you were lucky that those kids found his kidneys. Besides, your brother Jimmy never cared about you.",379
"Person 1: No... I didn't... Oh God, Billy, there was someone who tried to kill me.
Person 2: The police say I scared him off. It couldn't have been me, Sid.
Person 1: I know. He called again yesterday, this time to Tatum's house.
Person 2: See? It couldn't have been me, I was in jail then, remember?
Person 1: I'm sorry... Please, understand me.
Person 2: Understand what? That I have a girlfriend who'd rather accuse me of being a psychopath than touch me?
Person 1: You know that's not true.
Person 2: So what's going on? Do you have your eye on someone else?
Person 1: No...
Person 2: Is it about sex? Am I too pushy?
Person 1: No, Billy, it's me. I need time. I'm still trying to come to terms with my mom's death.
Person 2: It's been a year.
Person 1: Tomorrow. Tomorrow it will be a year.
Person 2: When will you finally put it behind you, Sid? When my mom left my dad, I had to accept it. That's life. She's not coming back.
Person 1: Your parents split up. It's not the same. Your mom left, she's not lying in a coffin.
Person 2: You need to move on, Sid.",380
"Person 1: Seriously, she really exists?  
Person 2: Oh yes, I've read about her many times. She's a real treasure. The perfect daddy's girl, exemplary and innocent.  
Person 1: So what? Do you want to fly to Kansas and get that little Dorothy?  
Person 2: Actually, I don't have to. Her father got a job as the new director in Oakwood, and she's now staying with my aunt in Connecticut while her father sells their house. Imagine how that will boost my reputation. Seducing the virtuous daughter of the new director even before school starts? That will be my greatest success.  
Person 1: You don't stand a chance. She's out of your league.  
Person 2: Want to bet on it?  
Person 1: I'll think about it...  
Person 2: Well, duty calls. Time to write another chapter of my masterpiece.",381
"Person 1: I'm sorry, Randy, but I can't let her in. After the way she behaved, I just can't allow it.
Person 2: You're really not letting me in?
Person 1: How do I know what you'll do in there? I don't want to take the risk...
Person 2: What could I possibly do? I've been in the same clothes for two days! I just want to grab a few of my things. Is that really such a problem?",382
"Person 1: Why not?  
Person 2: Come on, Kasia. It's too trivial. ""I thought high school only lasted four years."" Really? She knows nothing. She wouldn't even realize if I outsmarted her before they bring the appetizer at Au Bar. Go, ask one of your buddies to handle it. I have to maintain my reputation.  
Person 1: And hitting on the therapist's daughter is a challenge?  
Person 2: That was just revenge. What I'm planning now requires real genius.",383
"Person 1: Do you want coffee or something else?  
Person 2: Maybe they have some espresso in the kitchen...  
Person 1: You know, Elena, the fact that we're neighbors and know each other well complicates things a bit, don't you think?  
Person 2: My husband probably fell asleep in the bathroom again, or at least he would like to be there. We've been married for 17 years, and I'm not going to worry about it now... So I think that since your wife left with someone else, and you're here alone, maybe we should do something that makes sense. Just spend time together, keep each other warm. Nothing more.",384
"Person 1: Ania, I need to tell you something. I was standing there, looking at that horse, and I felt like the same thing was happening to me.  
Person 2: I don't quite understand...  
Person 1: I have two options. I can either fight what is or accept it. I've always known that I love you more. It didn't bother me. I felt lucky that such a wonderful woman wanted to be with me. I thought that if I were the best husband and father, it wouldn't matter if we loved each other the same way. I didn't ask for more. But you don't even know how you feel about me. You're not sure if you want to be with me. And I don't want you to come back until you know that for sure.",385
"Person 1: Maybe we should do those blood tests tomorrow? What do you think?
Person 2: Tomorrow?
Person 1: Or even this afternoon. It's a perfect day for such things.
Person 2: Benjamin, I haven't even said I'll marry you yet.
Person 1: But we need birth certificates, right? I already have mine with me. And you, where's yours?",386
"Person 1: I want you to build a bridge over the Tsavo River and finish it within four months. Is that possible?
Person 2: You must be familiar with my previous projects. You know I always meet deadlines.
Person 1: But you have never worked in Africa before.
Person 2: I have worked in India. Every place has its challenges.
Person 1: You will need that confidence. I can guarantee you that.
Person 2: I have a reason more important than confidence. My wife is expecting our first child in five months, and I promised her I would be there when the time comes.
Person 1: That's very touching, Patterson. I appreciate you telling me that. But you must understand that your personal life is not my priority. You accepted this task, so don't force me to make difficult decisions.
Person 2: You won't have to. Do you have any more advice? Because I need to catch a train.",387
"Person 1: Do you remember when you promised to help me with the project, and then you backed out?  
Person 2: Yes, I remember. But maybe it's better to focus on the present instead of going back to the past.  
Person 1: It's hard to forget, considering I had to pull an all-nighter because of it.  
Person 2: It seems to me that you're holding on too tightly to what happened. Maybe it's better if we just move on?  
Person 1: It's about responsibility and trust.  
Person 2: I understand, but don't you think it's worth letting go sometimes and not holding a grudge? We can move forward.",388
"Person 1: I think we should stay here for the night. You'll come back home with me. We can rent the house and the land; the neighbors will surely be interested. It's really the only sensible decision.
Person 2: I don't want to leave.
Person 1: I understand, but sometimes life forces us to make difficult decisions. You didn't want your father to leave, but it happened. Sometimes we have no choice.",389
"Person 1: Willie, don't listen to them! Progress is something worth celebrating without unnecessary limitations. Don't let them convince you that you need to take small steps before you can start running. Or that you need to run before you can dance the waltz! Life is too short to waste time on such considerations!

Person 2: Give me that child before you start filling their head with nonsense!",390
"Person 1: What, should I just eliminate her? Or maybe everyone? Including myself? Or even the president?
Person 2: Calm down, don't panic. Unless you want Farrah to end up in a room full of criminals.",391
"Person 1: Our offer is really simple. Your brother will only pay if you are completely satisfied. It's a satisfaction guarantee.
Person 2: So if I don't like it, he doesn't have to pay?
Person 1: In practice, we've never had such a situation. All our clients are always satisfied.
Person 2: So, what happens if someone is dissatisfied?
Person 1: You know, we've never had a dissatisfied client. You're demanding, but that's good – we're confident you'll be satisfied.",392
"Person 1: Come on, tell me what happened. I love knowing all the details.
Person 2: No.
Person 1: What? Why not?
Person 2: It's private.
Person 1: You must be joking. You better tell me, or I'll make such a scene that you won't know what's happening.
Person 2: Let's leave it at that.",393
"Person 1: Why did you choose this building to break into?  
Person 2: It was the biggest in the area. Come on, who wouldn't be tempted?  
Person 1: But really, why did you do it?  
Person 2: It was about the feeling of freedom. Who doesn't dream of such an escape from reality?  
Person 1: Either you're spinning a tale, or you really don't know what you're doing.",394
"Person 1: Who is that?
Person 2: It's just a neighbor. We talked for a moment.
Person 1: A neighbor, huh? Don't make me laugh. Or maybe you like it when someone calls you? Maybe you'd like to meet up with him?",395
"Person 1: I hope you're pleased with yourself!  
Person 2: It's not my fault, it was about the alcohol, you know.  
Person 1: It is your fault.  
Person 2: No, she went there on her own. It's not my responsibility.  
Person 1: Listen, it happened at your place, so it's your problem. Hello, yes, we need help at Circle A on First Street. Yes, thank you. Now you're in trouble, buddy! Please send an ambulance because I suspect an overdose. Okay. Jeff, they're already on their way. Stay here. I'm going to Scuff to see if he has his truck. If anything happens to her, you'll regret ever coming to this town!",396
"Person 1: I can't believe you're making this up – it sounds like something out of an old Clyde Fitch play...
Person 2: Clyde Fitch, although you might not think so, was writing long before my time!
Person 1: I've always denied the rumors that you were in 'Our American Cousin' the night Lincoln was shot...
Person 2: That's not funny!
Person 1: Of course it's funny – it's all too absurd to take seriously. You know what I think about your obsession with age – and now this ridiculous bout of jealousy because I spent ten minutes with some young theater enthusiast...
Person 2: Twenty minutes!
Person 1: Thirty, forty minutes! So what?
Person 2: ""Theater enthusiast""... she's a young lady with class. And for your information, I've had enough of both her and her class! She watches me like I'm some kind of exhibit! How I walk, talk, think, eat, sleep!
Person 1: How can you be offended by someone trying to be like your ideal!
Person 2: Stop calling her a girl! There are certain aspects of my life I'd like to have exclusive rights to!
Person 1: Like what?
Person 2: For example – you!
Person 1: That's my cue to hug you and calm you down – but I won't. I'm too angry...
Person 2: ...guilty.
Person 1: Angry! Darling, there are certain traits you're known for – on stage and off. I love you for some of them – and despite others. I haven't let them become too important to me. It's part of your way of surviving in our environment – you have to have sharp teeth. Fine. But you won't sharpen them on me – or on Eve...
Person 2: What about her teeth? What about her fangs?
Person 1: She doesn't have them yet, and you know it! So when you start judging an idealistic, dreamy girl by the cynical standards of this megalomaniac society – I won't allow it! Eve Harrington has never indicated anything to me other than admiration for you and joy in our relationship! And suggesting otherwise isn't jealousy – it's paranoid insecurity, of which you should be ashamed!
Person 2: Cut! Print! What happens in the next scene? Am I dragged off screaming to the madhouse?",397
"Person 1: I was worried sick about you!
Person 2: But Sean said...
Person 1: You should listen to me, not Sean! Do you really think dropping anchor in the middle of a storm is a good idea?",398
"Person 1: Come on, Dad, what will you get out of this? What will happen if you give it all up? Will you get sick or something? Once, I pulled a trick and avoided the army.  
Person 2: It's not a trick, I'm telling you the truth. I'm talking about the words of the prophet Elijah, about a God who is black. Believe me, son, God is black.  
Person 1: What? Everyone knows God is white.  
Person 2: Everything the white man taught you, you accepted without question. He told you that you were a savage, and you believed him. He said he brought you from darkness into light, and you believed him. He taught you to worship a blond-haired, blue-eyed God with white skin—and you believed him. He told you that black is a curse, and you believed him. Have you ever checked what ""black"" really means?  
Person 1: Why would I do that?  
Person 2: Have you ever thought about something that wasn't part of some manipulation?  
Person 1: And what will that give me?  
Person 2: Go, before it's too late. The people who are lying to you are just waiting for that.  
Person 1: Alright, alright. Show me what you mean.  ",399
"Person 1: How could you! This is inhumane! That monster... He terrifies me, and you let me down! You knew where to strike, didn't you? At the funeral, you had your arm in a sling! I didn't have to sleep with you to figure that out.  
Person 2: He repeated exactly what you said.  
Person 1: You knew. You knew the whole time that he was there, that he was following me, and yet you lied. You used me, used me as bait. Were you with me just to kill time, waiting for him to attack?",400
"Person 1: Is this a good idea?  
Person 2: What do you mean?  
Person 1: Others might notice it.  
Person 2: So what?  
Person 1: This is something that should stay between us.  
Person 2: I know, but really, so what?  
Person 1: Others might see it too, don't you understand?  
Person 2: I don't care about it that much.  
Person 1: And it's really important to me!",401
"Person 1: I managed to negotiate better terms with our suppliers. That's great news for the company!  
Person 2: You did this without consulting me first? I'm the one who handles this area, Neil.  
Person 1: I saw an opportunity and decided to take it.  
Person 2: Bypassing me in such matters is not the best idea. We have established procedures for a reason.  
Person 1: I understand, I'll try to keep that in mind next time. I just wanted to act for the good of the company, and that's the most important thing, right?",402
"Person 1: I would like to fly, sir!  
Person 2: That's not an argument. Everyone would like to fly. Even my grandmother dreams about it. And you, what, want to be a jet pilot?  
Person 1: Yes, I would like to fly jets, sir!  
Person 2: And why? Do you want to be alone at high altitudes?  
Person 1: No, sir!  
Person 2: So what, are you looking for adrenaline? Is that what you want?  
Person 1: I want to do something exceptional, something not everyone can do.  
Person 2: I don't think you have the character for it.  
Person 1: That's not true, sir! I've changed a lot since I've been here! And I can do it, sir!  
Person 2: You don't stand a chance, boy!",403
"Person 1: Do you really listen to all those recordings?  
Person 2: No, but I see how the tape recorder affects you. How are you feeling today?  
Person 1: A bit worse than yesterday.  
Person 2: So, as usual. What do you think about the simulation you participated in yesterday?  
Person 1: John died.  
Person 2: I know. I was there and saw everything. If I were your therapist, I'd tell you to avoid such situations.  
Person 1: You're not my therapist. You're here to study me. To you, I'm just an experimental subject.  
Person 2: That's not true.  
Person 1: If I had died yesterday, you'd probably already be analyzing my brain, looking for some genetic predispositions to violence.  
Person 2: What did you feel when you killed the waiter?  
Person 1: Not much. It was just a simulation. Nothing more.  
Person 2: You didn't see your face when you pulled the trigger. But I did. You liked it, didn't you? That thrill of crossing boundaries... Eliminating random people just to achieve your goal...  
Person 1: Leave me alone.  
Person 2: It was exactly like before, wasn't it? But I see progress. Instead of killing seven people to catch one, this time there was only one additional victim.  
Person 1: Enough!",404
"Person 1: I want to go in alone. It's important to me.
Person 2: Listen, without my help you won't get the code to the Mask. You really don't have another choice.",405
"Person 1: I still wonder why they want disarmament.
Person 2: Maybe for the same reasons we do. Isn't it obvious?
Person 1: No, it's not. They don't respect human life. They wouldn't mind losing an entire country just to win.
Person 2: Well, that last statement seems a bit illogical.
Person 1: You sound like you're thinking like them!
Person 2: Absolutely not. That's really not what I meant.
Person 1: Don't be offended. Our president thinks similarly to me.
Person 2: Don't you think the president has more knowledge on this subject?
Person 1: I'll tell you what I think. If someone says they are for disarmament, they are either a traitor or a fool.
Person 2: But we're being cautious. We haven't agreed to anything for years. Many people say we will never agree.
Person 1: But if they suddenly opened up and allowed inspections, we would agree, right?
Person 2: If they gave us what we need, then yes, I think we would agree.
Person 1: And would you want that to happen?
Person 2: If the president and experts are satisfied with it, then so am I.
Person 1: Do you think we would cheat?
Person 2: No, I'm sure we wouldn't.
Person 1: And do you think they would cheat?
Person 2: I'm not an expert, but I've heard of ideas like a reward for revealing cheating. It's hard to hide such things. If someone had something to hide, they wouldn't want to risk someone spilling the beans for a million dollars. We're just as clever as they are, and if they cheat, we would immediately withdraw.
Person 1: I have to say this, but it seems to me that someone has indoctrinated you, and you don't even know it.",406
"Person 1: Hi! If you show me where everything is, I'll make us some delicious coffee.
Person 2: No, let's not go back home. It's so beautiful outside, it's a shame to sit indoors.
Person 1: My sister will come over for brunch right after me. Come with us, it'll be great!
Person 2: You know, I still have to work a bit at the factory.
Person 1: I'll just grab my purse.
Person 2: I'll bring it. Stay here, you look great in this sunlight...",407
"Person 1: Look at those beautiful trees... strong trunks, lots of branches. It's the perfect place for logging, don't you think?
Person 2: Logging? But we'll have to conduct environmental impact studies...
Person 1: Oh, Janet, don't be so formal. We'll arrange all the necessary documents and it'll be done.",408
"Person 1: Why did you make the decision without consulting me?
Person 2: I just wanted to do what's best for both of us.
Person 1: Your decisions affect both of us. You should have consulted me.
Person 2: I know, I meant well. I promise I'll try harder next time.
Person 1: That's what I expect.",409
"Person 1: Hey, what do you say about coming over to our place this weekend? You'll get to see the kids. They're growing up so fast, and it would be a shame for you to miss it.  
Person 2: You know, Frank, I'm not really fond of your kids.  
Person 1: But you're their uncle.  
Person 2: Only in name. Besides, they don't really like me either.  
Person 1: Not at all! They keep asking about you.  
Person 2: Frank, they tried to electrocute me.  
Person 1: That was just an accident.  
Person 2: An accident? Frank, Cindy threw a radio into the bathtub. How do you explain that?  
Person 1: She had no idea what she was doing. Honestly, you're overreacting.  
Person 2: Your kids are a bit... unusual, Frank.  
Person 1: Look, I just think that if you come over, you'll see for yourself what you're missing out on.",410
"Person 1: You lied to me!  
Person 2: What are you talking about?  
Person 1: I spoke with Joanne Braslow. She said she saw you taking cocaine at Marsha's.  
Person 2: She must be mistaken.  
Person 1: That's not a sufficient explanation!  
Person 2: It's not true. Please, believe me.  
Person 1: I don't have to believe you. The court needs to be convinced, and ""she's mistaken"" is not enough.  
Person 2: I don't take cocaine anymore. If she claims she saw me, she's lying.  
Person 1: Why would she lie?  
Person 2: I don't know, Frank. Maybe we should find out? Maybe someone put her up to it to ruin me?",411
"Person 1: I'm going out for lunch.  
Person 2: Lunch? I'm ordering coffee and sandwiches to the office. We can't leave until everything is ready for the opening.  
Person 1: But my friends are waiting for me.  
Person 2: Unfortunately, they'll have to wait. Are your friends more important than your job?  
Person 1: I just want to go out for half an hour.  
Person 2: If you leave before the work is finished, it might turn out that your absence will last longer... maybe even permanently.  
Person 1: Alright, I'll tell them. They're waiting for me in front of the building.",412
"Person 1: Mr. Rothstein, you will regret this, really.
Person 2: I'll regret it more if I leave you here.
Person 1: You don't treat people like this, it's unfair.
Person 2: Listen, if you didn't know they were cheating you, then you're not suited for this job. And if you did know, it means you were involved. Either way, you're out! Get out! Now!",413
"Person 1: What's going on?
Person 2: Are you having an affair?
Person 1: Where did that idea even come from? I ate lunch alone, and now suddenly I'm involved with someone?
Person 2: So, are you having an affair?
Person 1: No, I'm not. I'm really surprised by such an accusation.
Person 2: If it's true, I want to know. I'd prefer you to be honest. I'd be angry, but even more so if I found out you were lying to me.
Person 1: There's nothing to discover, Ania.
Person 2: You have no idea how upset I would be if you lied to me.
Person 1: Ania, you're overreacting. I just wanted to spend time with you, and you're treating me like I've done something wrong. You know, many women would be happy to have a young, handsome guy who earns well by their side.
Person 2: Like my sister, for example? Is it about her?
Person 1: For heaven's sake, Ania, I'm not having an affair with your sister. She's just not my type.
Person 2: Is that supposed to reassure me?
Person 1: I'm just saying. When you didn't want to spend time with me, I didn't think it was because you were having an affair.
Person 2: But I'm not.
Person 1: Neither am I!
Person 2: Why don't I believe you?
Person 1: This conversation is pointless. If you have any evidence, then we'll talk, but don't accuse me based on a hunch.
Person 2: Always the lawyer.
Person 1: Of course. Imagine: ""Your Honor, I know he's guilty. I have no evidence, but I have a hunch.""
Person 2: I understand what you're trying to say.
Person 1: I'm sorry. It's just... I'm under a lot of stress with this Kirkland project. It's my first big case as a junior partner, I'm working all day, I come home, I'm happy to see you, and such accusations hurt me.",414
"Person 1: Listen, you need to get out of here. You weren't here in the morning, remember what happened then?  
Person 2: But I didn't do anything!  
Person 1: The police won't believe you anyway. They'll want to investigate everything thoroughly.  
Person 2: But we have his note, that should explain the situation.  
Person 1: Do you want them to start asking you about you and Mr. Jimmy? Please, Clayton, it will be better if I handle this myself.  
Person 2: But how will you explain that you pulled him out of the pool?  
Person 1: You're right. We need to put him back in there before anyone notices.",415
"Person 1: You know, a nutritious breakfast is the key to a successful day...

Person 2: Well, I forgot to mention that you're on a diet... Your appearance is the only thing you still somehow manage.

Person 1: Mom, that embarrasses me.

Person 2: Does every one of your statements since that ""incident"" have to be so monotonous and sarcastic?

Person 1: Maybe a little.

Person 2: You know, sometimes people give up their careers for family or vice versa. But you, Selina, seem to have discovered something new: ""doing nothing."" Maybe it's a new trend? How do you like that sarcasm?

Person 1: Pretty well... Mom, I don't want you to think I don't appreciate being able to live with you and that you helped me with a job. I'm a mess, still trying to pull myself together. It's just... we need to start talking differently. I can't stand it...",416
"Person 1: Do you know what I'm thinking about?
Person 2: I think so.
Person 1: What about?
Person 2: You want to sleep with me. But it's not that simple.
Person 1: Why not?
Person 2: You know why.
Person 1: Because you're a virgin?
Person 2: Yes, and I don't want to risk getting pregnant.
Person 1: Do you think I want a child? You don't have to worry about that with me.
Person 2: Why do you think that?
Person 1: Because I really care about you. I think you're beautiful. I believe that if we were together, you would be truly happy.
Person 2: I'm not sure. I'm afraid it will change our relationship.
Person 1: What could change? I promise nothing will change. I just want you to be happy. That's the most important thing to me.",417
"Person 1: I couldn't stop her, though I really tried. We rarely have the chance to fix past mistakes. You are my chance, Judy.  
Person 2: Please, take me away from here...  
Person 1: You look just like Madeleine. Come on, go up the stairs.  
Person 2: No, I don't want to!  
Person 1: Judy, please, go up the stairs. I'll be right behind you.",418
"Person 1: What's going on with you? Have you gone crazy?  
Person 2: Maybe a little, but does it matter? Life only makes sense when you feel like you're truly living. Isn't that your motto, Elektra?  
Person 1: What are you even talking about?  
Person 2: Or did you pick up that slogan from your old friend, Renard?  
Person 1: ...what?  
Person 2: Yes, I met with him. He knew about us, he knew about my weakness, he knew exactly how to hurt me...",419
