dialogue_pl,categories,techniques,id,dialogue_en,source
"Osoba A: ""Wiesz, że ten nowy telefon jest już w sprzedaży?""
Osoba B: ""Tak? A co w nim takiego wyjątkowego?""
Osoba A: ""Podobno jest tylko 100 sztuk na cały kraj. Jak nie kupisz teraz, to pewnie długo nie będzie dostępny.""
Osoba B: ""Serio? To chyba muszę się pospieszyć, zanim znikną.""",['B'],[11],668,"Person A: ""You know that the new phone is already on sale?""
Person B: ""Really? What's so special about it?""
Person A: ""Apparently, there are only 100 units available in the whole country. If you don't buy it now, it probably won't be available for a long time.""
Person B: ""Seriously? Then I guess I need to hurry before they disappear.""",Chat Generated
"Osoba A: ""Hej, co robisz w ten weekend?""
Osoba B: ""Jeszcze nie wiem, a co?""
Osoba A: ""Myślałem, żeby może wyskoczyć gdzieś razem, ale ostatnio mam tak napięty grafik, że nie wiem, kiedy znowu będę miał czas.""
Osoba B: ""O, to może jednak spróbujmy coś zaplanować, zanim będziesz znowu zajęty.""",['B'],[11],669,"Person A: ""Hey, what are you doing this weekend?""
Person B: ""I don't know yet, why?""
Person A: ""I was thinking we might go out somewhere together, but lately my schedule has been so tight that I don't know when I'll have time again.""
Person B: ""Oh, maybe we should try to plan something before you're busy again.""",Chat Generated
"Osoba A: ""Słyszałeś, że ten zespół gra w sobotę w klubie?""
Osoba B: ""Tak, ale nie wiem, czy się wybiorę.""
Osoba A: ""Podobno bilety już prawie wyprzedane, a jest tylko 100 miejsc. Jak się nie pospieszysz, to może się okazać, że już ich nie będzie.""
Osoba B: ""To chyba lepiej kupię bilet teraz, zanim będzie za późno.""",['B'],[11],670,"Person A: ""Did you hear that the band is playing at the club on Saturday?""
Person B: ""Yes, but I don't know if I'll go.""
Person A: ""Apparently, the tickets are almost sold out, and there are only 100 spots. If you don't hurry, you might find that there aren't any left.""
Person B: ""I guess I'd better buy a ticket now before it's too late.""",Chat Generated
"Osoba A: Wiem, że niektórzy z was mają wątpliwości co do tej nowej strategii. Ale pamiętajcie, że John Smith, znany ekspert w dziedzinie marketingu, mówił na ostatniej konferencji, że to jest przyszłość naszej branży.
 Osoba B: Ale czy to naprawdę pasuje do naszego rynku?
 Osoba A: John Smith ma lata doświadczenia i jego prognozy zawsze się sprawdzają. Powinniśmy mu zaufać.",['H'],[50],674,"Person A: I know that some of you have doubts about this new strategy. But remember that John Smith, a well-known expert in the field of marketing, said at the last conference that this is the future of our industry.
Person B: But does it really fit our market?
Person A: John Smith has years of experience, and his predictions always come true. We should trust him.",Chat Generated
"Osoba B: Słuchajcie, ostatnio oglądałem wywiad z tą znaną dietetyczką, Anną Kowalską. Mówiła, że dieta roślinna to klucz do długowieczności.
 Osoba C: Ale ja lubię mięso, nie wiem, czy mógłbym zrezygnować.
 Osoba B: Anna Kowalska ma ogromne doświadczenie i wszyscy ją szanują. Jeśli ona tak mówi, to musi być w tym coś na rzeczy.","['D', 'H']",[50],675,"Person B: Listen, I recently watched an interview with that famous nutritionist, Anna Kowalska. She said that a plant-based diet is the key to longevity.
Person C: But I like meat, I don't know if I could give it up.
Person B: Anna Kowalska has a lot of experience and everyone respects her. If she says so, there must be something to it.",Chat Generated
"Osoba C: Wiesz, rozmawiałem ostatnio z twoim pediatrą, doktorem Nowakiem. Powiedział, że jedzenie warzyw jest kluczowe dla twojego wzrostu.
 Dziecko: Ale warzywa są niedobre!
 Osoba C: Doktor Nowak to najlepszy lekarz, jakiego znamy. Jeśli on mówi, że to ważne, to powinniśmy go posłuchać.",['H'],[50],676,"Person C: You know, I recently spoke with your pediatrician, Dr. Nowak. He said that eating vegetables is crucial for your growth.  
Child: But vegetables are yucky!  
Person C: Dr. Nowak is the best doctor we know. If he says it's important, we should listen to him.",Chat Generated
"Osoba B: ""Muszę ci powiedzieć, że nasza firma przechodzi przez trudny okres i niestety będziemy musieli zredukować etaty. Twoja pozycja jest jedną z tych, które rozważamy do cięcia.""
Osoba A: ""Naprawdę? To straszne, nie wiem, co zrobię...""
Osoba B: ""Ale wiesz co, właśnie przemyślałem to jeszcze raz. Widzę, jak ciężko pracujesz, więc jeśli zgodzisz się przejąć kilka dodatkowych projektów, możemy cię awansować na stanowisko kierownika zespołu.""","['B', 'F', 'I']",[32],680,"Person B: ""I have to tell you that our company is going through a difficult period, and unfortunately, we will have to reduce staff. Your position is one of those we are considering cutting.""
Person A: ""Really? That's terrible, I don't know what I'll do...""
Person B: ""But you know what, I've just reconsidered. I see how hard you work, so if you agree to take on a few additional projects, we can promote you to the position of team manager.""",Chat Generated
"Osoba B: ""Wiesz, dzisiaj dzwonił twój nauczyciel. Powiedział, że nie zdałeś ostatniego testu z matematyki.""
Osoba A: ""Co? Ale przecież uczyłem się do niego cały tydzień!""
Osoba B: ""Spokojnie, to był tylko żart. W rzeczywistości dostałeś najlepszą ocenę w klasie. A teraz, skoro już jesteś w dobrym nastroju, mógłbyś posprzątać swój pokój?""",['F'],"[32, 37]",681,"Person B: ""You know, your teacher called today. He said you failed the last math test.""
Person A: ""What? But I studied for it all week!""
Person B: ""Relax, it was just a joke. In reality, you got the best grade in the class. And now, since you're in a good mood, could you clean your room?""",Chat Generated
"Osoba A: ""Słuchaj, muszę ci coś powiedzieć. Wszyscy znajomi mówili, że nie podoba im się twój pomysł na ten występ podczas przyjęcia.""
Osoba B: ""Naprawdę? Myślałem, że to będzie świetne...""
Osoba A: ""Ale potem usłyszałem, że to był tylko żart. Wszyscy nie mogą się doczekać, żeby to zobaczyć. Skoro już jesteśmy przy temacie, mógłbyś pomóc mi z dekoracjami na imprezę?""","['D', 'F']",[32],682,"Person A: ""Listen, I need to tell you something. All our friends said they didn't like your idea for the performance at the party.""
Person B: ""Really? I thought it was going to be great...""
Person A: ""But then I heard it was just a joke. Everyone is actually looking forward to seeing it. Speaking of which, could you help me with the party decorations?""",Chat Generated
"Osoba A: ""Wyniki badań są w porządku, ale zauważyłem, że poziom cholesterolu jest trochę podwyższony.""
Osoba B: ""Czy to coś poważnego?""
Osoba A: ""Na razie nie, ale jeśli nie zmienisz diety i nie zaczniesz się więcej ruszać, to za kilka lat możemy mieć problem. Nie chciałbym, żebyś musiał zmagać się z chorobami serca.""","['C', 'F']","[33, 34]",683,"Person A: ""The test results are fine, but I noticed that your cholesterol level is a bit elevated.""
Person B: ""Is it something serious?""
Person A: ""Not for now, but if you don't change your diet and start exercising more, we might have a problem in a few years. I wouldn't want you to have to deal with heart diseases.""",Chat Generated
"Osoba A: ""Ostatnio często wychodzisz z przyjaciółmi. Nie obawiasz się, że to może wpłynąć na nasz związek?""
Osoba B: ""Nie myślałem o tym w ten sposób. Myślisz, że to problem?""
Osoba A: ""Nie chcę, żebyśmy się oddalili. Czasem takie rzeczy zaczynają się niewinnie, a potem trudno to naprawić.""",['F'],"[33, 34, 38]",684,"Person A: ""Lately, you've been going out with friends a lot. Aren't you afraid that it might affect our relationship?""
Person B: ""I hadn't thought about it that way. Do you think it's a problem?""
Person A: ""I don't want us to drift apart. Sometimes these things start innocently, and then it's hard to fix.""",Chat Generated
"Osoba A: ""Słyszałem, że planujesz wziąć urlop w przyszłym miesiącu.""
Osoba B: ""Tak, chciałem trochę odpocząć.""
Osoba A: ""Rozumiem, ale wiesz, że w tym czasie mamy kilka ważnych projektów. Nie chciałbym, żeby twoja nieobecność wpłynęła na twoją pozycję w firmie.""","['A', 'C', 'F']",[33],685,"Person A: ""I heard that you are planning to take a vacation next month.""
Person B: ""Yes, I wanted to get some rest.""
Person A: ""I understand, but you know that we have a few important projects during that time. I wouldn't want your absence to affect your position in the company.""",Chat Generated
"Osoba A: Wiesz, tata ostatnio często o tobie wspomina. 
Osoba B: Naprawdę? Nie sądziłem, że jeszcze mu zależy.
Osoba A: Wiesz, lata lecą, a on nie jest coraz młodszy. Jak się nie pogodzicie teraz, to może przyjść dzień, kiedy będziesz żałować, że nie spróbowałeś.",['F'],[34],686,"Person A: You know, dad has been mentioning you a lot lately.  
Person B: Really? I didn't think he still cared.  
Person A: You know, the years are passing, and he's not getting any younger. If you don't make peace now, there might come a day when you'll regret not trying.",Chat Generated
"Osoba A: Słyszałem, że dostałeś ofertę z tej dużej firmy. Gratulacje!
Osoba B: Dzięki, ale nie wiem, czy to dobry moment na zmiany.
Osoba A: Rozumiem, ale pomyśl, jak będziesz się czuł za pięć lat, jeśli nie spróbujesz teraz. Może to być szansa, której później będziesz żałować, że nie wykorzystałeś.","['C', 'F']","[18, 33, 34, 40]",687,"Person A: I heard you got an offer from that big company. Congratulations!
Person B: Thanks, but I'm not sure if it's a good time for changes.
Person A: I understand, but think about how you'll feel in five years if you don't try now. It might be an opportunity you'll regret not taking later.",Chat Generated
"Osoba A: Zauważyłem, że ostatnio często jesz na mieście.
Osoba B: Tak, to wygodne, a jedzenie jest pyszne.
Osoba A: Jasne, ale jeśli teraz nie zaczniesz zwracać uwagi na to, co jesz, to za kilka lat możesz żałować, gdy pojawią się problemy zdrowotne.",['F'],"[33, 34]",688,"Person A: I've noticed that you've been eating out a lot lately.
Person B: Yes, it's convenient, and the food is delicious.
Person A: Sure, but if you don't start paying attention to what you eat now, you might regret it in a few years when health problems arise.",Chat Generated
"Osoba A: ""Pamiętasz, jak kiedyś utknęliśmy na tej stacji benzynowej, bo zapomnieliśmy zatankować? To była przygoda! A jak tam twoje auto, nadal niezawodne?""
Osoba B: ""Oj tak, tamta sytuacja była niezła. Auto działa świetnie, dzięki.""
Osoba A: ""Wiesz, tak się złożyło, że potrzebuję auta na weekend. Mogę liczyć na twoją pomoc?""","['E', 'F', 'G']",[35],689,"Person A: ""Do you remember when we got stuck at that gas station because we forgot to refuel? That was an adventure! How's your car doing, still reliable?""
Person B: ""Oh yes, that situation was something. The car is working great, thanks.""
Person A: ""You know, it just so happens that I need a car for the weekend. Can I count on your help?""",Chat Generated
"Osoba A: ""Zawsze podziwiałem, jak świetnie sobie radzisz z finansami. Twoje ostatnie inwestycje były naprawdę imponujące!""
Osoba B: ""Dzięki, staram się jak mogę. Miło to słyszeć.""
Osoba A: ""Właśnie dlatego pomyślałem, że mógłbyś mi doradzić. Potrzebuję małej pożyczki na nowy projekt, co ty na to?""","['A', 'E', 'F', 'G']","[35, 42]",690,"Person A: ""I've always admired how well you manage finances. Your recent investments have been really impressive!""
Person B: ""Thanks, I do my best. It's nice to hear that.""
Person A: ""That's exactly why I thought you could advise me. I need a small loan for a new project, what do you think?""",Chat Generated
"Osoba A: ""Zanim zaczniemy, muszę wam opowiedzieć, co się stało w ostatniej podróży. Wyobraźcie sobie, że... [opowiada zabawną historię].""
Osoba B: ""Ha, to niezłe! Ciekawe, co jeszcze ci się przydarzyło.""
Osoba A: ""No właśnie, a teraz przejdźmy do rzeczy. Mam projekt, który może wydawać się ryzykowny, ale myślę, że to strzał w dziesiątkę.""",['F'],"[35, 43]",691,"Person A: ""Before we start, I have to tell you what happened on my last trip. Imagine that... [tells a funny story].""
Person B: ""Ha, that's a good one! I wonder what else happened to you.""
Person A: ""Exactly, and now let's get to the point. I have a project that might seem risky, but I think it's a bullseye.""",Chat Generated
"Osoba A: ""Nie mogę uwierzyć, jak bezczelny może być ten człowiek. Cały dzień mi zepsuł!""
Osoba B: ""To straszne... Wiesz co, mamo? Może mogłabym dzisiaj wyjść na tę imprezę u Kasi? Chyba nie zaszkodzi, żebym się trochę zrelaksowała, prawda?""","['C', 'F']",[36],692,"Person A: ""I can't believe how rude that man can be. He ruined my whole day!""
Person B: ""That's terrible... You know what, Mom? Maybe I could go to that party at Kasia's today? It wouldn't hurt for me to relax a bit, right?""",Chat Generated
"Osoba A: ""Nie mogę uwierzyć, że to zrobili. Cały plan dnia się posypał.""
Osoba B: ""To okropne, naprawdę. Wiesz, może mógłbyś mi dać ten piątek wolny? Myślę, że to pomoże nam obu trochę odetchnąć.""","['C', 'F']","[15, 36, 46]",693,"Person A: ""I can't believe they did that. The whole day's plan fell apart.""
Person B: ""That's really terrible. You know, maybe you could give me this Friday off? I think it would help both of us to take a breather.""",Chat Generated
"Osoba A: ""Nie wiem, jak sobie z tym poradzę. Wszystko wydaje się takie bez sensu.""
Osoba B: ""To naprawdę trudne. Może pomogłoby ci, gdybyś pomógł mi w przeprowadzce w ten weekend? Zajęcie się czymś innym może trochę odciągnąć twoje myśli.""",['F'],[36],694,"Person A: ""I don't know how I'm going to handle this. Everything seems so pointless.""
Person B: ""It's really tough. Maybe it would help if you helped me with moving this weekend? Focusing on something else might take your mind off things a bit.""",Chat Generated
"Osoba A: ""Słuchaj, musimy się tam dostać jak najszybciej. Nie ma czasu na zastanawianie się.""
Osoba B: ""Ale to miejsce jest przecież niebezpieczne, nie wiem, czy to dobry pomysł...""
Osoba A: ""Wiem, że to nie wygląda najlepiej, ale bez Ciebie sobie nie poradzę. Poza tym, im szybciej to załatwimy, tym szybciej stąd wyjdziemy.""
Osoba B: ""No dobrze, ale obiecaj, że będziemy ostrożni.""
Osoba A: ""Oczywiście, zaufaj mi. Będzie dobrze.""","['B', 'C', 'F', 'I']","[18, 33]",695,"Person A: ""Listen, we need to get there as soon as possible. There's no time to hesitate.""
Person B: ""But that place is dangerous, I don't know if it's a good idea...""
Person A: ""I know it doesn't look great, but I can't do it without you. Besides, the sooner we take care of it, the sooner we can get out of here.""
Person B: ""Alright, but promise me we'll be careful.""
Person A: ""Of course, trust me. It'll be fine.""",Chat Generated
"Osoba A podkręca głośność muzyki i włącza intensywne światła stroboskopowe. Tłum na parkiecie zaczyna się poruszać w rytm muzyki, a atmosfera staje się bardziej energetyczna. W tym momencie barmani zaczynają serwować specjalne, drogie koktajle, zachęcając klientów do spróbowania czegoś nowego.","['C', 'F']","[19, 37]",696,"Person A turns up the music and switches on the intense strobe lights. The crowd on the dance floor starts moving to the rhythm of the music, and the atmosphere becomes more energetic. At this moment, the bartenders begin serving special, expensive cocktails, encouraging customers to try something new.",Chat Generated
"Osoba A: ""Wiesz, że to świetna okazja, prawda? Nie możemy tego przegapić.""
Osoba B: ""Tak, ale muszę się jeszcze zastanowić...""
Osoba A (przysuwając się bliżej): ""Zastanów się, jak wiele możesz zyskać. To naprawdę wyjątkowa szansa.""
Osoba B (czując się nieswojo): ""No dobrze, może masz rację... Chyba mogę to podpisać.""","['C', 'F']","[18, 34, 37, 40]",697,"Person A: ""You know this is a great opportunity, right? We can't miss it.""
Person B: ""Yes, but I still need to think about it...""
Person A (moving closer): ""Think about how much you can gain. It's truly a unique chance.""
Person B (feeling uncomfortable): ""Alright, maybe you're right... I guess I can sign it.""",Chat Generated
"Osoba A (Matka): Wiesz, ostatnio coraz częściej myślę o tym, jak bardzo mi cię brakuje. Wydaje mi się, że odkąd się wyprowadziłeś, zapomniałeś o mnie. 
 Osoba B (Syn): Mamo, przecież wiesz, że mam teraz dużo pracy. 
 Osoba A: Rozumiem, ale kiedyś zawsze znajdowałeś czas, żeby przyjechać na obiad. Teraz czuję się, jakbyś mnie nie potrzebował. 
 Osoba B: Przepraszam, postaram się częściej wpadać.","['C', 'F', 'G']","[16, 38, 45]",698,"Person A (Mother): You know, lately I've been thinking more and more about how much I miss you. It seems to me that since you moved out, you've forgotten about me.  
Person B (Son): Mom, you know I have a lot of work now.  
Person A: I understand, but you used to always find time to come over for dinner. Now I feel like you don't need me.  
Person B: I'm sorry, I'll try to visit more often.",Chat Generated
"Osoba A (Przyjaciel): Słyszałem, że miałeś ważne sprawy, ale wiesz, naprawdę liczyłem na to, że będziesz na moich urodzinach. 
 Osoba B (Znajomy): Przepraszam, miałem nieoczekiwane zobowiązania. 
 Osoba A: Rozumiem, ale to było dla mnie ważne. Czułem się trochę samotny bez ciebie. 
 Osoba B: Naprawdę mi przykro, następnym razem na pewno przyjdę.",['F'],[38],699,"Person A (Friend): I heard you had important matters, but you know, I was really counting on you being at my birthday.  
Person B (Acquaintance): I'm sorry, I had unexpected commitments.  
Person A: I understand, but it was important to me. I felt a bit lonely without you.  
Person B: I'm really sorry, I'll definitely come next time.",Chat Generated
"Osoba A (Pracownik): Szefie, zauważyłem, że ostatnio moja praca nie jest zbyt często chwalona. 
 Osoba B (Przełożony): Masz rację, może nie zawsze to wyrażam, ale doceniam twoje wysiłki. 
 Osoba A: Czasami mam wrażenie, że to wszystko idzie na marne. Zastanawiam się, czy moje starania są naprawdę zauważane. 
 Osoba B: Zrozumiałem, postaram się bardziej doceniać twoją pracę.",['F'],"[38, 41]",700,"Person A (Employee): Boss, I've noticed that my work hasn't been praised very often lately.  
Person B (Supervisor): You're right, I may not always express it, but I do appreciate your efforts.  
Person A: Sometimes I feel like it's all in vain. I wonder if my efforts are really being noticed.  
Person B: I understand, I'll try to show more appreciation for your work.",Chat Generated
"Osoba A: ""Cześć, mogę z tobą chwilę porozmawiać?""
Osoba B: ""Oczywiście, o co chodzi?""
Osoba A: ""Zauważyłem, że ostatnio często się spóźniasz na nasze poranne spotkania. Wiesz, to trochę krępujące, bo reszta zespołu zawsze czeka na ciebie. Może mógłbyś spróbować przychodzić punktualnie? Wszyscy by to docenili.""","['D', 'F']","[38, 39, 40]",701,"Person A: ""Hi, can I talk to you for a moment?""
Person B: ""Of course, what's it about?""
Person A: ""I've noticed that you've been late to our morning meetings quite often lately. You know, it's a bit awkward because the rest of the team is always waiting for you. Maybe you could try to be on time? Everyone would appreciate it.""",Chat Generated
"Osoba A: ""Kochanie, mogłabyś pomóc przy sprzątaniu dzisiaj?""
Osoba B: ""Nie mam ochoty, jestem zmęczona po szkole.""
Osoba A: ""Rozumiem, ale wiesz, wszyscy w domu starają się utrzymać porządek. Byłoby miło, gdybyś czasem też w tym uczestniczyła. Wszyscy to zauważają.""","['A', 'C', 'D', 'F']","[38, 39, 45]",702,"Person A: ""Honey, could you help with the cleaning today?""
Person B: ""I don't feel like it, I'm tired after school.""
Person A: ""I understand, but you know, everyone at home is trying to keep things tidy. It would be nice if you participated sometimes too. Everyone notices it.""",Chat Generated
"Osoba A: ""Hej, dawno cię nie widzieliśmy na naszych spotkaniach. Co się dzieje?""
Osoba B: ""O, wiesz, jestem zajęty, nie miałem czasu.""
Osoba A: ""Jasne, rozumiem. Tylko wiesz, kiedy cię nie ma, to trochę jakby czegoś brakowało. Wszyscy to zauważają i trochę się martwią.""","['C', 'D', 'F']","[16, 39, 40]",703,"Person A: ""Hey, we haven't seen you at our meetings for a while. What's going on?""
Person B: ""Oh, you know, I've been busy, I haven't had the time.""
Person A: ""Sure, I understand. It's just that when you're not there, it's a bit like something's missing. Everyone notices and they're a bit worried.""",Chat Generated
"Osoba A: ""Wiesz, wszyscy tak się cieszą z tego przyjęcia. Zastanawiałem się, czy nie moglibyśmy zrobić czegoś podobnego za miesiąc. Byłoby świetnie, gdybyś pomogła mi to zorganizować. Wszyscy wiedzą, że masz świetne pomysły na takie rzeczy.""
Osoba B: ""Hmm, nie jestem pewna, czy mam na to czas...""
Osoba A: ""Rozumiem, ale wiesz, jak to jest, wszyscy na pewno by się ucieszyli, gdybyś się tym zajęła. Nie chciałbym, żeby myśleli, że nie jesteś zainteresowana.""","['C', 'F', 'G']","[15, 35, 38, 39, 40]",704,"Person A: ""You know, everyone is so happy about this party. I was wondering if we could do something similar next month. It would be great if you could help me organize it. Everyone knows you have great ideas for these kinds of things.""
Person B: ""Hmm, I'm not sure if I have the time...""
Person A: ""I understand, but you know how it is, everyone would surely be pleased if you took care of it. I wouldn't want them to think you're not interested.""",Chat Generated
"Osoba A: ""Słuchaj, zbliża się ten duży projekt, a ja naprawdę potrzebuję kogoś, kto ogarnie wszystkie szczegóły. Wiem, że jesteś jedyną osobą, która może to zrobić dobrze.""
Osoba B: ""To sporo pracy, a ja już mam pełny grafik...""
Osoba A: ""Rozumiem, ale naprawdę nie wiem, komu innemu mogę to powierzyć. Wszyscy w zespole patrzą na ciebie jako na lidera w takich sytuacjach.""","['A', 'C', 'D', 'F']","[16, 35]",705,"Person A: ""Listen, the big project is approaching, and I really need someone who can handle all the details. I know you're the only person who can do it well.""
Person B: ""That's a lot of work, and I already have a full schedule...""
Person A: ""I understand, but I really don't know who else I can entrust with this. Everyone on the team looks to you as a leader in these situations.""",Chat Generated
"Osoba A: ""Zastanawiałem się nad tym wyjazdem, o którym rozmawialiśmy. Myślę, że byłoby świetnie, gdybyśmy pojechali razem. To naprawdę ważne dla mnie.""
Osoba B: ""Nie jestem pewna, czy to dobry pomysł. Mam mieszane uczucia.""
Osoba A: ""Rozumiem, ale wiesz, jak bardzo cenię nasze wspólne chwile. Nie chciałbym, żebyś pomyślała, że nie zależy mi na tym, żebyśmy spędzili razem czas.""","['C', 'F']","[16, 34, 40, 45]",706,"Person A: ""I've been thinking about that trip we talked about. I think it would be great if we went together. It's really important to me.""
Person B: ""I'm not sure if it's a good idea. I have mixed feelings.""
Person A: ""I understand, but you know how much I value our time together. I wouldn't want you to think that I don't care about spending time with you.""",Chat Generated
"Osoba A: Hej, wiesz, że się przeprowadzam w sobotę, prawda? Mógłbyś mi pomóc z kartonami?
Osoba B: Kurczę, wiesz co, miałem już plany na sobotę, więc chyba nie dam rady.
Osoba A: Aha, rozumiem... Trochę mnie to rozczarowuje, bo zawsze byliśmy dla siebie wsparciem. Naprawdę liczyłem na Ciebie tym razem.
Osoba B: No dobra, może uda mi się to jakoś zorganizować. Postaram się przyjść.","['E', 'F']","[38, 41]",707,"Person A: Hey, you know I'm moving on Saturday, right? Could you help me with the boxes?  
Person B: Oh, you know what, I already had plans for Saturday, so I probably won't be able to.  
Person A: I see... That disappoints me a bit because we've always supported each other. I was really counting on you this time.  
Person B: Alright, maybe I can organize something. I'll try to come.",Chat Generated
"Osoba A: Cześć, możemy porozmawiać o Twoich ostatnich wynikach? Zauważyłem, że nie są na poziomie, którego oczekiwaliśmy.
Osoba B: Tak, wiem, miałem ostatnio sporo na głowie. Postaram się to poprawić.
Osoba A: Rozumiem, ale muszę przyznać, że jestem trochę rozczarowany. Zawsze liczyłem na Twoje zaangażowanie i profesjonalizm.
Osoba B: Przepraszam, nie chciałem Cię zawieść. Zrobię wszystko, żeby to poprawić.",['F'],[41],708,"Person A: Hi, can we talk about your recent results? I've noticed they're not at the level we expected.  
Person B: Yes, I know, I've had a lot on my mind lately. I'll try to improve.  
Person A: I understand, but I have to admit that I'm a bit disappointed. I've always counted on your commitment and professionalism.  
Person B: I'm sorry, I didn't mean to let you down. I'll do everything I can to improve it.",Chat Generated
"Osoba A: Jak tam oceny z ostatniego semestru? Widziałem, że nie są najlepsze.
Osoba B: No, trochę mi nie poszło, ale to tylko jeden semestr.
Osoba A: Wiesz, jestem trochę rozczarowany. Wiem, że stać Cię na więcej i zawsze wierzyłem w Twoje możliwości.
Osoba B: Przepraszam, postaram się bardziej w przyszłym semestrze. Będę się więcej uczyć.","['A', 'F']","[38, 39, 41]",709,"Person A: How are your grades from last semester? I saw they're not the best.
Person B: Well, I didn't do so well, but it's just one semester.
Person A: You know, I'm a bit disappointed. I know you're capable of more, and I've always believed in your potential.
Person B: I'm sorry, I'll try harder next semester. I'll study more.",Chat Generated
"Osoba A: ""Hej, co powiesz na to, żebyśmy zrobili dzisiaj siłownię na świeżym powietrzu?""
 Osoba B: ""Siłownię? Na świeżym powietrzu? Co masz na myśli?""
 Osoba A: ""No wiesz, podnoszenie kartonów, przenoszenie mebli... ale spokojnie, w nagrodę będzie pizza!""
 Osoba B: ""Haha, no dobra, skoro mówisz o pizzy, to może się skuszę.""","['B', 'E', 'F', 'G']",[43],716,"Person A: ""Hey, what do you say we do an outdoor workout today?""
Person B: ""A workout? Outdoors? What do you mean?""
Person A: ""You know, lifting boxes, moving furniture... but don't worry, there will be pizza as a reward!""
Person B: ""Haha, alright, since you're talking about pizza, I might be tempted.""",Chat Generated
"Osoba A: ""Chodźmy na zakupy, potrzebuję kogoś, kto powstrzyma mnie przed kupieniem wszystkiego, co się świeci.""
 Osoba B: ""Ale ja mam dzisiaj dzień lenia, wiesz o tym.""
 Osoba A: ""Obiecuję, że nie będę się zatrzymywać przy każdej wystawie... no, może tylko przy co drugiej!""
 Osoba B: ""Haha, no dobra, ale tylko jeśli obiecasz, że nie spędzimy tam całego dnia.""","['B', 'C', 'F', 'I']",[43],717,"Person A: ""Let's go shopping, I need someone to stop me from buying everything that glitters.""
Person B: ""But today is my lazy day, you know that.""
Person A: ""I promise I won't stop at every display... well, maybe just every other one!""
Person B: ""Haha, alright, but only if you promise we won't spend the whole day there.""",Chat Generated
"Osoba A: ""Hej, mógłbyś mi pomóc z tą prezentacją? Obiecuję, że nie zamienię cię w PowerPointowego niewolnika.""
 Osoba B: ""Człowieku, mam dzisiaj tyle rzeczy na głowie...""
 Osoba A: ""Spokojnie, będziesz tylko moim konsultantem od slajdów. No i dostaniesz tytuł 'Mistrza Animacji'!""
 Osoba B: ""Haha, no dobra, skoro mówisz o tytułach, to mogę rzucić okiem.""","['A', 'C', 'F', 'G', 'I']",[43],718,"Person A: ""Hey, could you help me with this presentation? I promise I won't turn you into a PowerPoint slave.""
Person B: ""Man, I have so much on my plate today...""
Person A: ""Relax, you'll just be my slide consultant. And you'll get the title of 'Animation Master'!""
Person B: ""Haha, alright, since you're talking about titles, I can take a look.""",Chat Generated
"Osoba A: Jak było na wakacjach? Wyglądasz na naprawdę wypoczętą i zadowoloną.
Osoba B: Było cudownie! Spędziliśmy świetny czas z dzieciakami, naprawdę się zrelaksowaliśmy.
Osoba A: To wspaniale słyszeć. Wiesz, nie każde dziecko ma takie szczęście. W lokalnym domu dziecka brakuje środków na podstawowe potrzeby. Może chciałabyś jakoś pomóc?",['F'],"[32, 35, 44]",719,"Person A: How was your vacation? You look really rested and happy.
Person B: It was wonderful! We had a great time with the kids and really relaxed.
Person A: That's great to hear. You know, not every child is that lucky. The local orphanage lacks funds for basic needs. Maybe you'd like to help somehow?",Chat Generated
"Osoba A: Gratulacje z okazji awansu! Musisz być naprawdę dumna z siebie.
Osoba B: Dziękuję! Tak, to była ciężka praca, ale w końcu się opłaciła.
Osoba A: To niesamowite. Niestety, nie wszyscy mają taką możliwość. Zastanawiałam się, czy moglibyśmy zorganizować zbiórkę dla tych, którzy stracili pracę. Co o tym myślisz?","['A', 'E', 'F', 'G']","[35, 44]",720,"Person A: Congratulations on your promotion! You must be really proud of yourself.  
Person B: Thank you! Yes, it was hard work, but it finally paid off.  
Person A: That's amazing. Unfortunately, not everyone has that opportunity. I was wondering if we could organize a fundraiser for those who have lost their jobs. What do you think about that?",Chat Generated
"Osoba A: Zawsze podziwiam twoje zaangażowanie w te wszystkie wydarzenia. Musisz czuć się naprawdę spełniona.
Osoba B: Tak, to daje mi wiele satysfakcji i radości.
Osoba A: To świetnie. Wiesz, w domu opieki jest wiele starszych osób, które czują się samotne. Może mogłabyś poświęcić im trochę czasu? Myślę, że twoja obecność naprawdę by im pomogła.","['A', 'F']","[35, 44]",721,"Person A: I always admire your commitment to all these events. You must feel truly fulfilled.  
Person B: Yes, it gives me a lot of satisfaction and joy.  
Person A: That's great. You know, there are many elderly people in the nursing home who feel lonely. Maybe you could spend some time with them? I think your presence would really help them.",Chat Generated
"Osoba A: ""Słuchaj, mamy ten nowy projekt, który naprawdę mógłby podnieść nasze wyniki w tym kwartale. Myślę, że byłbyś świetny do jego prowadzenia.""
Osoba B: ""Brzmi interesująco, ale mam już sporo na głowie.""
Osoba A: ""Rozumiem, ale jeśli tego nie weźmiesz, możemy stracić szansę na pokazanie się przed zarządem. To może być kluczowe dla twojego rozwoju tutaj.""","['A', 'C', 'F', 'I']","[16, 18, 19, 34, 36]",725,"Person A: ""Listen, we have this new project that could really boost our results this quarter. I think you would be great at leading it.""
Person B: ""It sounds interesting, but I already have a lot on my plate.""
Person A: ""I understand, but if you don't take it, we might miss the chance to showcase ourselves to the board. This could be crucial for your development here.""",Chat Generated
